Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
105;7744;3;2581;6.00;6.72;15486.00;17343.22;0.08272;0.09265
106;7744;3;2581;6.00;6.77;15486.00;17483.58;0.08272;0.09340
107;7569;3;2523;6.00;6.83;15138.00;17228.29;0.08087;0.09203
108;7396;3;2465;6.00;6.88;14790.00;16967.05;0.07901;0.09064
109;7225;3;2408;6.00;6.94;14448.00;16706.77;0.07718;0.08925
110;7056;3;2352;6.00;6.99;14112.00;16447.59;0.07538;0.08786
111;6889;3;2296;6.00;7.05;13776.00;16182.59;0.07359;0.08645
112;6724;3;2241;6.00;7.10;13446.00;15918.85;0.07183;0.08504
113;6561;3;2187;6.00;7.16;13122.00;15656.52;0.07010;0.08364
114;6561;3;2187;6.00;7.21;13122.00;15778.09;0.07010;0.08428
115;6400;3;2133;6.00;7.27;12798.00;15507.39;0.06837;0.08284
116;6241;3;2080;6.00;7.33;12480.00;15238.30;0.06667;0.08140
117;6084;3;2028;6.00;7.38;12168.00;14970.96;0.06500;0.07997
118;5929;3;1976;6.00;7.44;11856.00;14698.08;0.06333;0.07852
119;5776;3;1925;6.00;7.49;11550.00;14427.13;0.06170;0.07707
120;5625;3;1875;6.00;7.55;11250.00;14158.25;0.06010;0.07563
121;5476;3;1825;6.00;7.61;10950.00;13883.99;0.05849;0.07417
122;5476;3;1825;6.00;7.66;10950.00;13987.53;0.05849;0.07472
123;5329;3;1776;6.00;7.72;10656.00;13712.99;0.05692;0.07325
124;5184;3;1728;6.00;7.78;10368.00;13440.89;0.05538;0.07180
125;5041;3;1680;6.00;7.84;10080.00;13163.55;0.05385;0.07032
126;4900;3;1633;6.00;7.89;9798.00;12888.84;0.05234;0.06885
127;4761;3;1587;6.00;7.95;9522.00;12616.91;0.05087;0.06740
128;4624;3;1541;6.00;8.01;9246.00;12339.91;0.04939;0.06592
129;4624;3;1541;6.00;8.07;9246.00;12428.82;0.04939;0.06639
130;4489;3;1496;6.00;8.12;8976.00;12152.39;0.04795;0.06492
131;4356;3;1452;6.00;8.18;8712.00;11879.13;0.04654;0.06346
132;4225;3;1408;6.00;8.24;8448.00;11600.96;0.04513;0.06197
133;4096;3;1365;6.00;8.30;8190.00;11326.16;0.04375;0.06050
134;3969;3;1323;6.00;8.36;7938.00;11054.87;0.04240;0.05905
135;3844;3;1281;6.00;8.41;7686.00;10778.86;0.04106;0.05758
136;3721;3;1240;6.00;8.47;7440.00;10506.56;0.03974;0.05612
137;3721;3;1240;6.00;8.53;7440.00;10579.41;0.03974;0.05651
138;3600;3;1200;6.00;8.59;7200.00;10308.80;0.03846;0.05507
139;3481;3;1160;6.00;8.65;6960.00;10033.62;0.03718;0.05360
140;3364;3;1121;6.00;8.71;6726.00;9762.58;0.03593;0.05215
141;3249;3;1083;6.00;8.77;6498.00;9495.83;0.03471;0.05073
142;3136;3;1045;6.00;8.83;6270.00;9224.70;0.03349;0.04928
143;3025;3;1008;6.00;8.89;6048.00;8958.08;0.03231;0.04785
144;2916;3;972;6.00;8.95;5832.00;8696.12;0.03115;0.04645
145;2916;3;972;6.00;9.01;5832.00;8754.21;0.03115;0.04676
146;2809;3;936;6.00;9.07;5616.00;8486.04;0.03000;0.04533
147;2704;3;901;6.00;9.13;5406.00;8222.79;0.02888;0.04393
148;2601;3;867;6.00;9.19;5202.00;7964.63;0.02779;0.04255
149;2500;3;833;6.00;9.25;4998.00;7702.49;0.02670;0.04115
150;2401;3;800;6.00;9.31;4800.00;7445.65;0.02564;0.03977
151;2304;3;768;6.00;9.37;4608.00;7194.29;0.02462;0.03843
152;2209;3;736;6.00;9.43;4416.00;6939.14;0.02359;0.03707
153;2116;3;705;6.00;9.49;4230.00;6689.69;0.02260;0.03574
154;2025;3;675;6.00;9.55;4050.00;6446.10;0.02163;0.03443
155;1936;3;645;6.00;9.61;3870.00;6198.94;0.02067;0.03311
156;1936;3;645;6.00;9.67;3870.00;6238.34;0.02067;0.03332
157;1849;3;616;6.00;9.73;3696.00;5995.57;0.01974;0.03203
158;1764;3;588;6.00;9.79;3528.00;5759.10;0.01885;0.03076
159;1681;3;560;6.00;9.86;3360.00;5519.27;0.01795;0.02948
160;1600;3;533;6.00;9.92;3198.00;5285.98;0.01708;0.02824
161;1521;3;507;6.00;9.98;3042.00;5059.40;0.01625;0.02703
162;1444;3;481;6.00;10.04;2886.00;4829.66;0.01542;0.02580
163;1369;3;456;6.00;10.10;2736.00;4606.87;0.01462;0.02461
164;1296;3;432;6.00;10.16;2592.00;4391.20;0.01385;0.02346
165;1296;3;432;6.00;10.23;2592.00;4418.04;0.01385;0.02360
166;1225;3;408;6.00;10.29;2448.00;4197.99;0.01308;0.02243
167;1156;3;385;6.00;10.35;2310.00;3985.35;0.01234;0.02129
168;1089;3;363;6.00;10.41;2178.00;3780.29;0.01163;0.02019
169;1024;3;341;6.00;10.48;2046.00;3572.52;0.01093;0.01908
170;961;3;320;6.00;10.54;1920.00;3372.58;0.01026;0.01802
171;900;3;300;6.00;10.60;1800.00;3180.63;0.00962;0.01699
172;841;3;280;6.00;10.67;1680.00;2986.21;0.00897;0.01595
173;784;3;261;6.00;10.73;1566.00;2800.02;0.00837;0.01496
174;784;3;261;6.00;10.79;1566.00;2816.50;0.00837;0.01505
175;729;3;243;6.00;10.85;1458.00;2637.63;0.00779;0.01409
176;676;3;225;6.00;10.92;1350.00;2456.50;0.00721;0.01312
177;625;3;208;6.00;10.98;1248.00;2284.10;0.00667;0.01220
178;576;3;192;6.00;11.04;1152.00;2120.61;0.00615;0.01133
179;529;3;176;6.00;11.11;1056.00;1955.10;0.00564;0.01044
180;484;3;161;6.00;11.17;966.00;1798.74;0.00516;0.00961
181;441;3;147;6.00;11.24;882.00;1651.72;0.00471;0.00882
182;400;3;133;6.00;11.30;798.00;1502.92;0.00426;0.00803
183;361;3;120;6.00;11.36;720.00;1363.71;0.00385;0.00728
184;324;3;108;6.00;11.43;648.00;1234.28;0.00346;0.00659
185;289;3;96;6.00;11.49;576.00;1103.31;0.00308;0.00589
186;256;3;85;6.00;11.56;510.00;982.36;0.00272;0.00525
187;256;3;85;6.00;11.62;510.00;987.85;0.00272;0.00528
188;225;3;75;6.00;11.69;450.00;876.48;0.00240;0.00468
189;196;3;65;6.00;11.75;390.00;763.82;0.00208;0.00408
190;169;3;56;6.00;11.82;336.00;661.69;0.00179;0.00353
191;144;3;48;6.00;11.88;288.00;570.28;0.00154;0.00305
192;144;3;48;6.00;11.95;288.00;573.40;0.00154;0.00306
193;121;3;40;6.00;12.01;240.00;480.44;0.00128;0.00257
194;81;3;27;6.00;12.08;162.00;326.06;0.00087;0.00174
195;81;3;27;6.00;12.14;162.00;327.82;0.00087;0.00175
196;64;3;21;6.00;12.21;126.00;256.35;0.00067;0.00137
197;49;3;16;6.00;12.27;96.00;196.36;0.00051;0.00105
198;36;3;12;6.00;12.34;72.00;148.06;0.00038;0.00079
199;25;3;8;6.00;12.40;48.00;99.23;0.00026;0.00053
200;16;3;5;6.00;12.47;30.00;62.35;0.00016;0.00033
201;9;3;3;6.00;12.54;18.00;37.61;0.00010;0.00020
202;9;3;3;6.00;12.60;18.00;37.81;0.00010;0.00020
203;4;3;1;6.00;12.67;6.00;12.67;0.00003;0.00007
